Rooms,Car,Regionlabel,Suburb_Target_Price,Council_Area_Encoded,Type_Encoded,Method_Encoded,Bedroom-to-bathroom Ratio,Land-to-building Ratio,Age of Building,Distance_Category,Age of Building Log
2,1.0,2,1050186.7333779815,29.0,1.0,1.0,2.0,0.9126984126984127,29.0,Near,3.367295829986474
2,0.0,2,1050186.7333779815,29.0,0.0,1.0,1.0,1.2837837837837838,24.0,Near,3.1780538303479458
2,0.0,2,1050186.7333779815,29.0,0.0,1.0,2.0,0.38848920863309355,104.0,Near,4.6443908991413725
2,1.0,2,1050186.7333779815,29.0,2.0,1.0,1.0,inf,16.0,Near,2.772588722239781
3,2.0,2,1050186.7333779815,29.0,0.0,1.0,1.0,0.7142857142857143,109.0,Near,4.6913478822291435
3,1.0,2,1050186.7333779815,29.0,1.0,1.0,1.5,inf,24.0,Near,3.1780538303479458
4,1.0,2,1050186.7333779815,29.0,0.0,1.0,0.6666666666666666,0.4430147058823529,104.0,Near,4.6443908991413725
2,1.0,2,1050186.7333779815,29.0,2.0,1.0,1.0,inf,16.0,Near,2.772588722239781
3,1.0,2,1050186.7333779815,29.0,0.0,1.0,1.0,1.0344827586206897,15.0,Near,2.70805020110221
3,3.0,2,1050186.7333779815,29.0,0.0,1.0,3.0,0.5619047619047619,124.0,Near,4.820281565605037
3,1.0,2,1050186.7333779815,29.0,0.0,1.0,3.0,0.3654485049833887,89.0,Near,4.48863636973214
2,2.0,2,1050186.7333779815,29.0,0.0,1.0,2.0,0.45,124.0,Near,4.820281565605037
4,1.0,2,1050186.7333779815,29.0,0.0,1.0,2.0,0.5513307984790875,124.0,Near,4.820281565605037
3,1.0,2,1050186.7333779815,29.0,0.0,1.0,1.5,0.7196969696969697,124.0,Near,4.820281565605037
4,0.0,2,1050186.7333779815,29.0,0.0,0.0,2.0,inf,124.0,Near,4.820281565605037
3,1.0,2,1050186.7333779815,29.0,0.0,4.0,1.5,0.5801526717557252,124.0,Near,4.820281565605037
3,1.0,2,1050186.7333779815,29.0,0.0,1.0,1.5,0.8980891719745223,124.0,Near,4.820281565605037
3,1.0,2,1050186.7333779815,29.0,0.0,0.0,1.5,1.7878787878787878,11.0,Near,2.3978952727983707
2,1.0,2,1050186.7333779815,29.0,0.0,1.0,2.0,0.5869565217391305,134.0,Near,4.897839799950911
3,1.0,2,1050186.7333779815,29.0,0.0,1.0,1.5,0.8294930875576036,114.0,Near,4.736198448394496
2,1.0,2,1050186.7333779815,29.0,2.0,1.0,2.0,inf,31.0,Near,3.4339872044851463
2,1.0,2,1050186.7333779815,29.0,2.0,0.0,1.0,inf,11.0,Near,2.3978952727983707
2,1.0,2,1050186.7333779815,29.0,0.0,1.0,2.0,0.40609137055837563,64.0,Near,4.1588830833596715
4,0.0,2,1050186.7333779815,29.0,0.0,1.0,4.0,0.4881889763779528,134.0,Near,4.897839799950911
2,1.0,2,1050186.7333779815,29.0,2.0,1.0,1.0,inf,24.0,Near,3.1780538303479458
2,2.0,2,1050186.7333779815,29.0,2.0,3.0,1.0,inf,15.0,Near,2.70805020110221
4,1.0,2,1050186.7333779815,29.0,0.0,1.0,2.0,0.8594377510040161,54.0,Near,3.9889840465642745
1,1.0,2,1050186.7333779815,29.0,2.0,1.0,1.0,inf,59.0,Near,4.07753744390572
3,1.0,2,1050186.7333779815,29.0,0.0,1.0,2.0,0.56353591160221,124.0,Near,4.820281565605037
3,1.0,2,1050186.7333779815,29.0,0.0,1.0,1.0,0.5517241379310345,124.0,Near,4.820281565605037
3,1.0,2,1050186.7333779815,29.0,0.0,1.0,1.5,0.4519230769230769,104.0,Near,4.6443908991413725
3,2.0,2,1050186.7333779815,29.0,0.0,1.0,1.5,0.6900584795321637,134.0,Near,4.897839799950911
3,1.0,2,1050186.7333779815,29.0,0.0,1.0,1.5,0.578125,124.0,Near,4.820281565605037
4,0.0,2,1050186.7333779815,29.0,0.0,0.0,2.0,0.6701388888888888,124.0,Near,4.820281565605037
3,2.0,2,1050186.7333779815,29.0,2.0,1.0,1.5,inf,19.0,Near,2.9444389791664403
3,2.0,2,1050186.7333779815,29.0,0.0,1.0,1.5,1.8,174.0,Near,5.159055299214529
2,1.0,2,1050186.7333779815,29.0,1.0,3.0,1.0,0.5235294117647059,84.0,Near,4.430816798843313
3,1.0,2,1050186.7333779815,29.0,0.0,1.0,1.5,0.8677248677248677,124.0,Near,4.820281565605037
3,2.0,2,1050186.7333779815,29.0,1.0,1.0,1.0,1.546218487394958,19.0,Near,2.9444389791664403
3,1.0,2,1050186.7333779815,29.0,0.0,3.0,3.0,0.36555891238670696,64.0,Near,4.1588830833596715
3,1.0,2,1050186.7333779815,29.0,0.0,1.0,3.0,0.6124401913875598,124.0,Near,4.820281565605037
1,1.0,2,1050186.7333779815,29.0,2.0,0.0,1.0,inf,16.0,Near,2.772588722239781
2,1.0,2,1050186.7333779815,29.0,2.0,1.0,1.0,inf,16.0,Near,2.772588722239781
3,2.0,2,1050186.7333779815,29.0,0.0,4.0,1.5,1.3082706766917294,24.0,Near,3.1780538303479458
2,2.0,2,1050186.7333779815,29.0,2.0,1.0,1.0,inf,24.0,Near,3.1780538303479458
1,1.0,2,1050186.7333779815,29.0,2.0,4.0,1.0,inf,19.0,Near,2.9444389791664403
2,0.0,2,1050186.7333779815,29.0,0.0,3.0,2.0,0.5128205128205128,124.0,Near,4.820281565605037
4,0.0,2,1050186.7333779815,29.0,0.0,1.0,4.0,0.3317972350230415,124.0,Near,4.820281565605037
3,1.0,2,1050186.7333779815,29.0,0.0,1.0,3.0,0.6052631578947368,114.0,Near,4.736198448394496
2,0.0,2,1050186.7333779815,29.0,0.0,1.0,2.0,0.5669291338582677,124.0,Near,4.820281565605037
2,1.0,2,1050186.7333779815,29.0,2.0,3.0,1.0,inf,20.0,Near,2.995732273553991
2,1.0,2,1050186.7333779815,29.0,2.0,0.0,1.0,inf,11.0,Near,2.3978952727983707
4,2.0,2,1050186.7333779815,29.0,0.0,1.0,1.3333333333333333,1.0,14.0,Near,2.6390573296152584
2,0.0,2,1050186.7333779815,29.0,0.0,1.0,2.0,0.7184466019417476,124.0,Near,4.820281565605037
3,2.0,2,1050186.7333779815,29.0,0.0,1.0,3.0,0.4032258064516129,124.0,Near,4.820281565605037
5,1.0,0,938325.2166858843,0.0,0.0,1.0,2.0,0.32909379968203495,64.0,Medium,4.1588830833596715
4,2.0,0,938325.2166858843,0.0,0.0,0.0,2.0,0.2147093712930012,84.0,Medium,4.430816798843313
3,1.0,0,938325.2166858843,0.0,2.0,4.0,3.0,0.5258215962441315,24.0,Medium,3.1780538303479458
3,2.0,0,938325.2166858843,0.0,0.0,3.0,3.0,0.2017716535433071,74.0,Medium,4.30406509320417
2,1.0,0,938325.2166858843,0.0,1.0,1.0,2.0,1.072289156626506,34.0,Medium,3.5263605246161616
3,0.0,0,938325.2166858843,0.0,0.0,4.0,3.0,0.29515418502202645,84.0,Medium,4.430816798843313
3,2.0,0,938325.2166858843,0.0,0.0,1.0,3.0,0.24561403508771928,54.0,Medium,3.9889840465642745
4,2.0,0,938325.2166858843,0.0,0.0,3.0,3.0,0.36724565756823824,74.0,Medium,4.30406509320417
4,2.0,0,938325.2166858843,0.0,0.0,3.0,1.3333333333333333,inf,16.0,Medium,2.772588722239781
4,2.0,0,938325.2166858843,0.0,0.0,4.0,1.3333333333333333,0.31217838765008576,54.0,Medium,3.9889840465642745
2,1.0,0,938325.2166858843,0.0,0.0,1.0,2.0,0.5060975609756098,44.0,Medium,3.784189633918261
3,1.0,0,938325.2166858843,0.0,0.0,1.0,1.5,0.43962848297213625,9.0,Medium,2.1972245773362196
3,2.0,0,938325.2166858843,0.0,0.0,3.0,3.0,0.15210355987055016,64.0,Medium,4.1588830833596715
4,4.0,0,938325.2166858843,0.0,0.0,1.0,2.0,0.38079470198675497,74.0,Medium,4.30406509320417
3,1.0,0,938325.2166858843,0.0,0.0,1.0,1.5,0.16336633663366337,69.0,Medium,4.23410650459726
3,1.0,0,938325.2166858843,0.0,0.0,3.0,3.0,0.14366197183098592,64.0,Medium,4.1588830833596715
3,1.0,0,938325.2166858843,0.0,0.0,1.0,3.0,0.216,64.0,Medium,4.1588830833596715
2,1.0,0,938325.2166858843,0.0,2.0,1.0,2.0,0.6357615894039735,44.0,Medium,3.784189633918261
3,1.0,0,938325.2166858843,0.0,2.0,1.0,1.5,0.6543778801843319,18.0,Medium,2.8903717578961645
3,2.0,0,938325.2166858843,0.0,0.0,1.0,3.0,0.18063583815028902,74.0,Medium,4.30406509320417
3,1.0,6,1003415.667504434,16.0,0.0,1.0,3.0,0.3314285714285714,134.0,Medium,4.897839799950911
3,0.0,6,1003415.667504434,16.0,0.0,1.0,3.0,0.7153284671532847,134.0,Medium,4.897839799950911
3,2.0,6,1003415.667504434,16.0,0.0,4.0,1.0,0.9295154185022027,9.0,Medium,2.1972245773362196
2,2.0,6,1003415.667504434,16.0,2.0,1.0,2.0,inf,54.0,Medium,3.9889840465642745
3,2.0,6,1003415.667504434,16.0,0.0,1.0,1.0,1.1130952380952381,12.0,Medium,2.4849066497880004
3,1.0,6,1003415.667504434,16.0,0.0,3.0,1.5,0.45751633986928103,124.0,Medium,4.820281565605037
3,2.0,6,1003415.667504434,16.0,0.0,0.0,1.0,0.9295154185022027,9.0,Medium,2.1972245773362196
4,1.0,6,1003415.667504434,16.0,0.0,1.0,2.0,0.5284280936454849,114.0,Medium,4.736198448394496
3,0.0,6,1003415.667504434,16.0,0.0,1.0,3.0,0.3611859838274933,114.0,Medium,4.736198448394496
2,1.0,6,1003415.667504434,16.0,1.0,3.0,2.0,1.007936507936508,13.0,Medium,2.5649493574615367
3,0.0,6,1003415.667504434,16.0,0.0,3.0,3.0,0.5787037037037037,134.0,Medium,4.897839799950911
3,2.0,6,1003415.667504434,16.0,0.0,0.0,1.5,inf,24.0,Medium,3.1780538303479458
3,2.0,6,1003415.667504434,16.0,0.0,3.0,3.0,0.33190578158458245,78.0,Medium,4.356708826689592
3,0.0,6,1003415.667504434,16.0,0.0,1.0,3.0,0.4792626728110599,114.0,Medium,4.736198448394496
3,1.0,6,1003415.667504434,16.0,0.0,4.0,1.5,0.48220064724919093,114.0,Medium,4.736198448394496
3,2.0,6,1003415.667504434,16.0,0.0,1.0,1.5,0.7979274611398963,24.0,Medium,3.1780538303479458
2,1.0,6,1003415.667504434,16.0,0.0,3.0,1.0,0.4868421052631579,94.0,Medium,4.543294782270004
3,0.0,6,1003415.667504434,16.0,0.0,4.0,3.0,0.47435897435897434,124.0,Medium,4.820281565605037
5,1.0,6,1003415.667504434,16.0,0.0,3.0,1.6666666666666667,0.5647668393782384,134.0,Medium,4.897839799950911
2,0.0,6,1003415.667504434,16.0,0.0,3.0,2.0,0.4864864864864865,112.0,Medium,4.718498871295094
4,3.0,6,1003415.667504434,16.0,0.0,3.0,2.0,0.3467600700525394,104.0,Medium,4.6443908991413725
2,1.0,6,1003415.667504434,16.0,2.0,1.0,2.0,inf,12.0,Medium,2.4849066497880004
4,1.0,6,1003415.667504434,16.0,0.0,4.0,1.0,0.8523489932885906,104.0,Medium,4.6443908991413725
2,1.0,6,1003415.667504434,16.0,2.0,1.0,2.0,inf,49.0,Medium,3.8918202981106265
3,0.0,6,1003415.667504434,16.0,0.0,3.0,3.0,0.6071428571428571,124.0,Medium,4.820281565605037
4,1.0,6,1003415.667504434,16.0,0.0,1.0,3.0,0.42613636363636365,134.0,Medium,4.897839799950911
2,0.0,6,1003415.667504434,16.0,0.0,1.0,2.0,0.47093023255813954,124.0,Medium,4.820281565605037
2,1.0,5,1342706.2114213551,24.0,2.0,1.0,1.0,inf,12.0,Near,2.4849066497880004
3,1.0,5,1342706.2114213551,24.0,0.0,3.0,1.5,1.0568181818181819,134.0,Near,4.897839799950911
4,0.0,5,1342706.2114213551,24.0,0.0,1.0,2.0,0.9386503067484663,134.0,Near,4.897839799950911
3,0.0,5,1342706.2114213551,24.0,0.0,1.0,3.0,0.697986577181208,124.0,Near,4.820281565605037
3,0.0,5,1342706.2114213551,24.0,0.0,1.0,3.0,0.4311594202898551,124.0,Near,4.820281565605037
3,1.0,5,1342706.2114213551,24.0,0.0,0.0,3.0,0.6464088397790055,144.0,Near,4.969813299576001
4,0.0,5,1342706.2114213551,24.0,0.0,0.0,1.6666666666666667,1.2210526315789474,168.0,Near,5.123963979403259
3,0.0,5,1342706.2114213551,24.0,0.0,3.0,1.5,0.7368421052631579,134.0,Near,4.897839799950911
2,1.0,5,1342706.2114213551,24.0,2.0,1.0,2.0,inf,20.0,Near,2.995732273553991
2,1.0,5,1342706.2114213551,24.0,2.0,1.0,2.0,inf,11.0,Near,2.3978952727983707
3,0.0,5,1342706.2114213551,24.0,0.0,1.0,1.5,0.5044642857142857,134.0,Near,4.897839799950911
4,1.0,5,1342706.2114213551,24.0,0.0,1.0,1.3333333333333333,0.765,164.0,Near,5.099866427824199
2,0.0,5,1342706.2114213551,24.0,0.0,3.0,2.0,0.6608695652173913,124.0,Near,4.820281565605037
3,0.0,5,1342706.2114213551,24.0,0.0,4.0,1.5,1.0619469026548674,114.0,Near,4.736198448394496
3,1.0,5,1342706.2114213551,24.0,0.0,1.0,1.5,0.8757763975155279,134.0,Near,4.897839799950911
2,1.0,5,1342706.2114213551,24.0,0.0,0.0,1.0,1.0638297872340425,124.0,Near,4.820281565605037
2,2.0,5,1342706.2114213551,24.0,2.0,4.0,1.0,inf,23.0,Near,3.1354942159291497
3,1.0,5,1342706.2114213551,24.0,0.0,4.0,1.5,1.1574074074074074,134.0,Near,4.897839799950911
3,0.0,5,1342706.2114213551,24.0,0.0,4.0,1.5,0.9558823529411765,134.0,Near,4.897839799950911
2,1.0,5,1342706.2114213551,24.0,2.0,1.0,2.0,inf,23.0,Near,3.1354942159291497
3,2.0,5,1342706.2114213551,24.0,0.0,1.0,1.5,1.0132450331125828,124.0,Near,4.820281565605037
2,1.0,5,1342706.2114213551,24.0,0.0,4.0,1.0,0.6030534351145038,134.0,Near,4.897839799950911
3,1.0,5,1342706.2114213551,24.0,0.0,0.0,1.5,1.0,26.0,Near,3.258096538021482
4,2.0,5,1342706.2114213551,24.0,0.0,1.0,1.3333333333333333,0.38128249566724437,15.0,Near,2.70805020110221
3,2.0,5,1342706.2114213551,24.0,0.0,1.0,1.5,inf,147.0,Near,4.990432586778736
3,2.0,5,1342706.2114213551,24.0,2.0,3.0,1.5,inf,21.0,Near,3.044522437723423
3,0.0,5,1342706.2114213551,24.0,0.0,1.0,1.5,1.1560283687943262,134.0,Near,4.897839799950911
2,1.0,5,1054230.6492830631,25.0,2.0,3.0,2.0,inf,21.0,Near,3.044522437723423
2,2.0,5,1054230.6492830631,25.0,2.0,0.0,1.0,inf,10.0,Near,2.302585092994046
3,2.0,5,1054230.6492830631,18.0,2.0,1.0,1.5,inf,26.0,Near,3.258096538021482
2,1.0,5,1054230.6492830631,25.0,2.0,1.0,2.0,inf,54.0,Near,3.9889840465642745
2,2.0,5,1054230.6492830631,25.0,2.0,2.0,1.0,inf,9.0,Near,2.1972245773362196
2,0.0,5,1054230.6492830631,18.0,2.0,0.0,2.0,inf,94.0,Near,4.543294782270004
2,1.0,5,1054230.6492830631,25.0,2.0,3.0,2.0,inf,24.0,Near,3.1780538303479458
2,1.0,5,1054230.6492830631,18.0,2.0,3.0,2.0,inf,64.0,Near,4.1588830833596715
3,1.0,5,1054230.6492830631,18.0,1.0,0.0,1.0,0.8176795580110497,34.0,Near,3.5263605246161616
2,1.0,5,1054230.6492830631,25.0,2.0,3.0,2.0,inf,54.0,Near,3.9889840465642745
1,1.0,5,1054230.6492830631,25.0,2.0,1.0,1.0,inf,54.0,Near,3.9889840465642745
3,1.0,5,1054230.6492830631,25.0,1.0,1.0,1.5,1.475,21.0,Near,3.044522437723423
2,1.0,5,1054230.6492830631,18.0,2.0,3.0,2.0,inf,84.0,Near,4.430816798843313
2,1.0,5,1054230.6492830631,25.0,2.0,0.0,2.0,inf,64.0,Near,4.1588830833596715
2,0.0,5,1054230.6492830631,25.0,0.0,1.0,2.0,0.4177777777777778,134.0,Near,4.897839799950911
1,1.0,5,1054230.6492830631,25.0,2.0,1.0,1.0,inf,64.0,Near,4.1588830833596715
2,2.0,5,1054230.6492830631,18.0,2.0,0.0,1.0,inf,38.0,Near,3.6375861597263857
2,1.0,5,1054230.6492830631,18.0,2.0,0.0,1.0,inf,44.0,Near,3.784189633918261
1,1.0,5,1054230.6492830631,25.0,2.0,1.0,1.0,inf,44.0,Near,3.784189633918261
4,0.0,5,1054230.6492830631,25.0,0.0,1.0,2.0,0.9315068493150684,144.0,Near,4.969813299576001
1,1.0,5,1054230.6492830631,25.0,2.0,3.0,1.0,inf,54.0,Near,3.9889840465642745
3,1.0,5,1054230.6492830631,18.0,0.0,0.0,1.5,0.9302325581395349,114.0,Near,4.736198448394496
1,1.0,5,1054230.6492830631,25.0,2.0,0.0,1.0,inf,74.0,Near,4.30406509320417
2,1.0,5,1054230.6492830631,25.0,2.0,1.0,2.0,inf,54.0,Near,3.9889840465642745
1,1.0,5,1054230.6492830631,25.0,2.0,0.0,1.0,inf,17.0,Near,2.833213344056216
1,1.0,5,1054230.6492830631,25.0,2.0,4.0,1.0,inf,54.0,Near,3.9889840465642745
2,1.0,5,1054230.6492830631,25.0,2.0,1.0,2.0,0.030160226201696512,64.0,Near,4.1588830833596715
3,2.0,5,1054230.6492830631,25.0,0.0,1.0,1.5,0.6108597285067874,134.0,Near,4.897839799950911
3,2.0,5,1054230.6492830631,18.0,0.0,4.0,1.0,0.9162303664921466,134.0,Near,4.897839799950911
2,1.0,5,1054230.6492830631,25.0,2.0,4.0,2.0,0.0885558583106267,11.0,Near,2.3978952727983707
2,2.0,5,1054230.6492830631,25.0,2.0,1.0,2.0,inf,54.0,Near,3.9889840465642745
4,2.0,5,1054230.6492830631,18.0,0.0,0.0,2.0,0.900709219858156,144.0,Near,4.969813299576001
1,0.0,5,1054230.6492830631,25.0,2.0,4.0,1.0,inf,54.0,Near,3.9889840465642745
1,1.0,5,1054230.6492830631,25.0,2.0,1.0,1.0,inf,64.0,Near,4.1588830833596715
3,1.0,5,1054230.6492830631,25.0,0.0,1.0,3.0,0.08530805687203792,118.0,Near,4.770684624465665
1,1.0,5,1054230.6492830631,18.0,2.0,1.0,1.0,inf,54.0,Near,3.9889840465642745
1,1.0,5,1054230.6492830631,18.0,2.0,1.0,1.0,0.11041666666666666,94.0,Near,4.543294782270004
3,1.0,5,1054230.6492830631,25.0,1.0,4.0,1.5,1.2699386503067485,8.0,Near,2.0794415416798357
3,1.0,5,1054230.6492830631,25.0,0.0,1.0,1.5,0.7628865979381443,134.0,Near,4.897839799950911
3,0.0,5,1054230.6492830631,25.0,0.0,1.0,3.0,0.5714285714285714,104.0,Near,4.6443908991413725
1,0.0,5,1054230.6492830631,25.0,2.0,1.0,1.0,inf,74.0,Near,4.30406509320417
2,1.0,5,1054230.6492830631,25.0,0.0,1.0,2.0,0.5833333333333334,124.0,Near,4.820281565605037
2,1.0,5,1054230.6492830631,25.0,2.0,4.0,2.0,inf,44.0,Near,3.784189633918261
1,1.0,5,1054230.6492830631,18.0,2.0,3.0,1.0,inf,54.0,Near,3.9889840465642745
2,0.0,5,1054230.6492830631,25.0,0.0,4.0,2.0,0.4602272727272727,94.0,Near,4.543294782270004
1,0.0,5,1054230.6492830631,25.0,2.0,1.0,1.0,inf,64.0,Near,4.1588830833596715
3,0.0,5,1054230.6492830631,25.0,0.0,0.0,2.0,0.6095890410958904,114.0,Near,4.736198448394496
2,1.0,5,1054230.6492830631,25.0,2.0,1.0,1.0,inf,22.0,Near,3.091042453358316
3,2.0,5,1054230.6492830631,25.0,0.0,4.0,1.5,inf,19.0,Near,2.9444389791664403
2,1.0,5,1054230.6492830631,25.0,2.0,1.0,2.0,inf,54.0,Near,3.9889840465642745
1,0.0,5,1054230.6492830631,25.0,2.0,0.0,1.0,inf,114.0,Near,4.736198448394496
2,1.0,5,1054230.6492830631,18.0,2.0,3.0,2.0,inf,134.0,Near,4.897839799950911
2,0.0,5,1054230.6492830631,25.0,0.0,0.0,2.0,0.4772727272727273,84.0,Near,4.430816798843313
2,1.0,5,1054230.6492830631,25.0,2.0,1.0,2.0,inf,59.0,Near,4.07753744390572
3,0.0,5,1054230.6492830631,25.0,0.0,0.0,1.5,0.664804469273743,109.0,Near,4.6913478822291435
3,1.0,5,1054230.6492830631,25.0,0.0,1.0,3.0,0.9662921348314607,130.0,Near,4.867534450455582
2,1.0,5,1054230.6492830631,25.0,0.0,1.0,2.0,0.5276073619631901,124.0,Near,4.820281565605037
3,1.0,5,1054230.6492830631,25.0,0.0,1.0,1.5,0.9395973154362416,21.0,Near,3.044522437723423
2,1.0,5,1054230.6492830631,18.0,2.0,1.0,2.0,inf,54.0,Near,3.9889840465642745
3,1.0,5,1054230.6492830631,18.0,0.0,3.0,1.0,0.8176795580110497,34.0,Near,3.5263605246161616
2,1.0,5,1054230.6492830631,25.0,2.0,1.0,2.0,inf,55.0,Near,4.007333185232471
3,1.0,5,836811.9832831909,18.0,2.0,1.0,3.0,inf,31.0,Near,3.4339872044851463
3,1.0,5,836811.9832831909,18.0,2.0,3.0,1.5,inf,29.0,Near,3.367295829986474
2,1.0,5,836811.9832831909,18.0,2.0,4.0,2.0,inf,21.0,Near,3.044522437723423
2,1.0,5,836811.9832831909,18.0,2.0,4.0,1.0,inf,24.0,Near,3.1780538303479458
4,1.0,5,836811.9832831909,18.0,2.0,1.0,1.3333333333333333,inf,29.0,Near,3.367295829986474
2,1.0,5,836811.9832831909,18.0,2.0,1.0,1.0,inf,24.0,Near,3.1780538303479458
2,1.0,5,836811.9832831909,18.0,2.0,1.0,1.0,inf,29.0,Near,3.367295829986474
1,0.0,5,836811.9832831909,18.0,2.0,1.0,1.0,0.09210526315789473,17.0,Near,2.833213344056216
4,1.0,5,836811.9832831909,18.0,2.0,1.0,1.3333333333333333,inf,24.0,Near,3.1780538303479458
1,1.0,5,836811.9832831909,18.0,2.0,4.0,1.0,inf,20.0,Near,2.995732273553991
3,1.0,5,836811.9832831909,24.0,2.0,4.0,1.5,inf,30.0,Near,3.4011973816621555
2,1.0,5,836811.9832831909,18.0,2.0,1.0,2.0,inf,24.0,Near,3.1780538303479458
2,1.0,5,836811.9832831909,18.0,2.0,1.0,1.0,0.022673434856175973,11.0,Near,2.3978952727983707
2,2.0,5,836811.9832831909,18.0,2.0,0.0,1.0,inf,10.0,Near,2.302585092994046
2,1.0,5,836811.9832831909,18.0,2.0,1.0,1.0,inf,30.0,Near,3.4011973816621555
1,1.0,5,836811.9832831909,18.0,2.0,4.0,1.0,0.09340659340659341,24.0,Near,3.1780538303479458
3,1.0,6,991049.0310293976,10.0,0.0,1.0,3.0,0.34355828220858897,33.0,Medium,3.4965075614664802
2,2.0,6,991049.0310293976,10.0,0.0,1.0,2.0,0.20640569395017794,74.0,Medium,4.30406509320417
2,2.0,6,991049.0310293976,10.0,0.0,1.0,2.0,0.20717131474103587,74.0,Medium,4.30406509320417
3,2.0,6,991049.0310293976,10.0,0.0,1.0,3.0,0.20127118644067796,74.0,Medium,4.30406509320417
3,0.0,6,991049.0310293976,10.0,0.0,1.0,3.0,0.4781021897810219,114.0,Medium,4.736198448394496
4,0.0,6,991049.0310293976,10.0,0.0,4.0,2.0,0.40616966580976865,34.0,Medium,3.5263605246161616
3,0.0,6,991049.0310293976,10.0,0.0,1.0,3.0,0.3087818696883853,134.0,Medium,4.897839799950911
4,2.0,6,991049.0310293976,10.0,1.0,1.0,1.0,0.9964028776978417,9.0,Medium,2.1972245773362196
4,3.0,6,991049.0310293976,10.0,0.0,1.0,2.0,0.1614457831325301,104.0,Medium,4.6443908991413725
4,5.0,6,991049.0310293976,10.0,0.0,1.0,2.0,0.31805929919137466,24.0,Medium,3.1780538303479458
3,1.0,6,991049.0310293976,10.0,0.0,3.0,3.0,0.41875,84.0,Medium,4.430816798843313
3,2.0,6,991049.0310293976,10.0,0.0,1.0,4.0,0.9736842105263158,59.0,Medium,4.07753744390572
3,2.0,6,991049.0310293976,10.0,0.0,1.0,2.0,0.2414448669201521,74.0,Medium,4.30406509320417
4,0.0,6,991049.0310293976,10.0,0.0,0.0,2.0,0.40616966580976865,34.0,Medium,3.5263605246161616
1,1.0,5,868172.1590249139,24.0,2.0,0.0,1.0,inf,64.0,Medium,4.1588830833596715
2,1.0,5,868172.1590249139,24.0,2.0,1.0,2.0,inf,54.0,Medium,3.9889840465642745
2,0.0,5,868172.1590249139,24.0,2.0,1.0,2.0,inf,94.0,Medium,4.543294782270004
2,1.0,5,868172.1590249139,24.0,2.0,3.0,2.0,inf,54.0,Medium,3.9889840465642745
2,1.0,5,868172.1590249139,24.0,2.0,0.0,2.0,inf,54.0,Medium,3.9889840465642745
2,1.0,5,868172.1590249139,24.0,2.0,1.0,2.0,0.012658227848101266,23.0,Medium,3.1354942159291497
3,3.0,5,868172.1590249139,24.0,0.0,1.0,1.5,0.3203125,109.0,Medium,4.6913478822291435
4,3.0,5,868172.1590249139,24.0,0.0,4.0,2.0,0.38095238095238093,114.0,Medium,4.736198448394496
3,1.0,5,868172.1590249139,24.0,2.0,4.0,3.0,0.10545236668663871,104.0,Medium,4.6443908991413725
3,2.0,5,868172.1590249139,24.0,0.0,4.0,1.5,1.0909090909090908,144.0,Medium,4.969813299576001
1,1.0,5,868172.1590249139,24.0,2.0,3.0,1.0,0.024839400428265525,22.0,Medium,3.091042453358316
2,2.0,5,868172.1590249139,24.0,2.0,1.0,1.0,inf,25.0,Medium,3.2188758248682006
1,1.0,5,868172.1590249139,24.0,2.0,1.0,1.0,0.017019798541160126,57.0,Medium,4.04305126783455
3,2.0,5,868172.1590249139,24.0,2.0,1.0,1.0,inf,29.0,Medium,3.367295829986474
1,1.0,5,868172.1590249139,24.0,2.0,4.0,1.0,inf,26.0,Medium,3.258096538021482
1,1.0,5,868172.1590249139,24.0,2.0,1.0,1.0,inf,15.0,Medium,2.70805020110221
3,2.0,5,868172.1590249139,24.0,1.0,4.0,1.5,1.4296875,22.0,Medium,3.091042453358316
1,1.0,5,868172.1590249139,24.0,2.0,3.0,1.0,inf,29.0,Medium,3.367295829986474
2,1.0,5,868172.1590249139,24.0,2.0,0.0,2.0,0.05319148936170213,74.0,Medium,4.30406509320417
1,1.0,5,868172.1590249139,24.0,2.0,1.0,1.0,inf,64.0,Medium,4.1588830833596715
5,3.0,5,868172.1590249139,24.0,0.0,1.0,1.6666666666666667,0.2921174652241113,140.0,Medium,4.941642422609304
1,1.0,5,868172.1590249139,24.0,2.0,0.0,1.0,inf,19.0,Medium,2.9444389791664403
3,2.0,5,868172.1590249139,24.0,0.0,1.0,1.5,0.42214532871972316,45.0,Medium,3.8066624897703196
2,1.0,5,868172.1590249139,24.0,2.0,4.0,2.0,inf,24.0,Medium,3.1780538303479458
1,1.0,5,868172.1590249139,24.0,2.0,4.0,1.0,inf,23.0,Medium,3.1354942159291497
1,1.0,5,868172.1590249139,24.0,2.0,3.0,1.0,0.044712562100780694,24.0,Medium,3.1780538303479458
1,1.0,5,868172.1590249139,24.0,2.0,1.0,1.0,inf,22.0,Medium,3.091042453358316
4,2.0,5,868172.1590249139,24.0,0.0,0.0,2.0,0.398422090729783,134.0,Medium,4.897839799950911
2,1.0,5,868172.1590249139,24.0,2.0,3.0,2.0,inf,21.0,Medium,3.044522437723423
2,1.0,5,868172.1590249139,24.0,2.0,3.0,2.0,inf,54.0,Medium,3.9889840465642745
2,1.0,5,868172.1590249139,24.0,2.0,0.0,1.0,inf,24.0,Medium,3.1780538303479458
2,1.0,5,868172.1590249139,24.0,2.0,0.0,2.0,inf,54.0,Medium,3.9889840465642745
