Suburb,Rooms,Type,Price,Method,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Regionname
Thornbury,3,h,1080000,S,08-04-2017,6.5,3071,3,1,1,408,,,Darebin,Northern Metropolitan
Thornbury,3,h,1195000,S,08-04-2017,6.5,3071,3,1,2,463,131,1930,Darebin,Northern Metropolitan
Thornbury,2,u,716000,S,08-04-2017,6.5,3071,2,1,1,0,87,1995,Darebin,Northern Metropolitan
Thornbury,3,t,865000,S,13-05-2017,6.5,3071,3,2,2,194,,2000,Darebin,Northern Metropolitan
Thornbury,2,u,462000,S,13-05-2017,6.5,3071,2,1,1,0,,1970,Darebin,Northern Metropolitan
Thornbury,3,h,1100000,PI,13-05-2017,6.5,3071,3,2,1,359,,,Darebin,Northern Metropolitan
Thornbury,4,h,1635000,S,13-05-2017,6.5,3071,4,2,2,464,,,Darebin,Northern Metropolitan
Thornbury,3,t,998000,SP,13-05-2017,6.5,3071,3,2,1,0,166,2001,Darebin,Northern Metropolitan
Thornbury,2,u,600000,S,20-05-2017,6.5,3071,2,1,1,0,59,1960,Darebin,Northern Metropolitan
Thornbury,3,h,1346000,S,20-05-2017,6.5,3071,3,2,2,349,130,1918,Darebin,Northern Metropolitan
Thornbury,3,h,1130000,S,20-05-2017,6.5,3071,3,1,1,381,,,Darebin,Northern Metropolitan
Thornbury,3,h,1275000,PI,20-05-2017,6.5,3071,3,1,2,517,115,1950,Darebin,Northern Metropolitan
Thornbury,3,h,1200000,S,20-05-2017,6.5,3071,3,1,1,447,,,Darebin,Northern Metropolitan
Thornbury,2,h,915000,S,22-04-2017,6.5,3071,2,1,1,502,,,Darebin,Northern Metropolitan
Thornbury,1,u,300000,SP,22-04-2017,6.5,3071,1,1,1,948,,1970,Darebin,Northern Metropolitan
Thornbury,3,u,880000,SP,29-04-2017,6.5,3071,3,1,2,242,117,1995,Darebin,Northern Metropolitan
Thornbury,2,t,960000,S,29-04-2017,6.5,3071,2,2,2,158,133,2007,Darebin,Northern Metropolitan
Thornbury,2,h,1260000,S,29-04-2017,6.5,3071,2,1,0,317,96,1910,Darebin,Northern Metropolitan
Thornbury,2,h,1100000,SP,29-04-2017,6.5,3071,3,1,1,330,132,1930,Darebin,Northern Metropolitan
Viewbank,3,h,810000,VB,06-05-2017,13.8,3084,3,1,1,667,,,Banyule,Eastern Metropolitan
Viewbank,4,h,1140000,S,08-04-2017,13.8,3084,4,2,4,863,,,Banyule,Eastern Metropolitan
Viewbank,4,h,1003000,S,20-05-2017,13.8,3084,4,2,2,619,,,Banyule,Eastern Metropolitan
Viewbank,4,h,1155000,PI,22-04-2017,13.8,3084,4,2,3,780,217,1950,Banyule,Eastern Metropolitan
Watsonia,3,h,880000,S,06-05-2017,14.9,3087,3,1,4,555,,,Banyule,Northern Metropolitan
Watsonia,5,h,826000,S,06-05-2017,14.9,3087,5,1,2,545,132,1970,Banyule,Northern Metropolitan
Watsonia,4,h,952000,S,08-04-2017,14.9,3087,4,2,2,729,,,Banyule,Northern Metropolitan
Watsonia,3,h,677500,S,08-04-2017,14.9,3087,3,1,2,245,,,Banyule,Northern Metropolitan
Watsonia,4,h,761000,S,22-04-2017,14.9,3087,4,1,2,696,123,1956,Banyule,Northern Metropolitan
Watsonia,3,h,715000,SP,22-04-2017,14.9,3087,3,1,2,312,,,Banyule,Northern Metropolitan
Watsonia,4,h,932500,S,22-04-2017,14.9,3087,4,2,2,585,180,1950,Banyule,Northern Metropolitan
Watsonia,3,h,895000,S,29-04-2017,14.9,3087,3,1,2,775,,,Banyule,Northern Metropolitan
West Footscray,4,h,1435000,S,06-05-2017,8.2,3012,4,2,2,523,244,1915,Maribyrnong,Western Metropolitan
West Footscray,2,h,470000,SP,06-05-2017,8.2,3012,2,1,1,0,77,1975,Maribyrnong,Western Metropolitan
West Footscray,2,h,502000,S,06-05-2017,8.2,3012,2,1,1,2701,79,2011,Maribyrnong,Western Metropolitan
West Footscray,3,u,580000,SP,08-04-2017,8.2,3012,2,1,0,183,104,1930,Maribyrnong,Western Metropolitan
West Footscray,1,u,375000,S,08-04-2017,8.2,3012,1,1,1,60,,1982,Maribyrnong,Western Metropolitan
West Footscray,2,h,650000,VB,08-04-2017,8.2,3012,2,1,1,452,,1950,Maribyrnong,Western Metropolitan
West Footscray,3,t,815000,S,08-04-2017,8.2,3012,3,1,2,203,3,,Maribyrnong,Western Metropolitan
West Footscray,4,h,970000,PI,08-04-2017,8.2,3012,4,1,2,528,143,1940,Maribyrnong,Western Metropolitan
West Footscray,4,h,1325000,S,08-04-2017,8.2,3012,4,2,4,525,188,1930,Maribyrnong,Western Metropolitan
West Footscray,3,h,890000,S,13-05-2017,8.2,3012,3,1,3,334,,,Maribyrnong,Western Metropolitan
West Footscray,3,h,900000,S,20-05-2017,8.2,3012,3,1,0,218,,,Maribyrnong,Western Metropolitan
West Footscray,2,u,266000,S,20-05-2017,8.2,3012,2,1,1,1059,65,1970,Maribyrnong,Western Metropolitan
West Footscray,3,h,830000,PI,20-05-2017,8.2,3012,3,1,0,370,,,Maribyrnong,Western Metropolitan
West Footscray,2,h,888000,PI,20-05-2017,8.2,3012,2,1,2,401,113.81,1945,Maribyrnong,Western Metropolitan
West Footscray,3,h,1040000,S,20-05-2017,8.2,3012,3,1,1,330,,,Maribyrnong,Western Metropolitan
West Footscray,2,u,490000,S,22-04-2017,8.2,3012,2,1,1,117,,,Maribyrnong,Western Metropolitan
West Footscray,3,h,935000,S,22-04-2017,8.2,3012,3,1,2,325,102,1925,Maribyrnong,Western Metropolitan
West Footscray,3,h,975000,S,22-04-2017,8.2,3012,3,1,0,318,,,Maribyrnong,Western Metropolitan
West Footscray,1,u,185000,PI,29-04-2017,8.2,3012,1,1,1,0,,,Maribyrnong,Western Metropolitan
Williamstown,4,h,2165000,SP,06-05-2017,8,3016,4,2,2,450,190,1910,Hobsons Bay,Western Metropolitan
Williamstown,3,h,1245000,S,06-05-2017,8,3016,3,2,2,292,117,1980,Hobsons Bay,Western Metropolitan
Williamstown,4,h,2075000,SP,06-05-2017,8,3016,4,3,2,324,229,2009,Hobsons Bay,Western Metropolitan
Williamstown,2,u,543000,S,08-04-2017,8,3016,2,1,1,0,78,1974,Hobsons Bay,Western Metropolitan
Williamstown,3,h,1150000,SP,08-04-2017,8,3016,3,1,0,308,120,1900,Hobsons Bay,Western Metropolitan
Williamstown,3,h,1290000,S,08-04-2017,8,3016,3,1,0,273,,,Hobsons Bay,Western Metropolitan
Williamstown,2,h,1000000,S,13-05-2017,8,3016,2,1,2,447,,,Hobsons Bay,Western Metropolitan
Williamstown,5,h,2040000,S,13-05-2017,8,3016,5,3,2,531,288,1997,Hobsons Bay,Western Metropolitan
Williamstown,4,h,1412000,SP,13-05-2017,8,3016,4,2,4,551,,,Hobsons Bay,Western Metropolitan
Williamstown,2,u,465000,S,13-05-2017,8,3016,2,1,1,0,78,1970,Hobsons Bay,Western Metropolitan
Williamstown,2,h,855000,S,20-05-2017,8,3016,2,1,1,160,,,Hobsons Bay,Western Metropolitan
Williamstown,2,u,550000,SP,22-04-2017,8,3016,2,1,2,0,65,1990,Hobsons Bay,Western Metropolitan
Williamstown,2,u,490000,S,22-04-2017,8,3016,2,1,1,0,,,Hobsons Bay,Western Metropolitan
Williamstown,4,h,1200000,SP,29-04-2017,8,3016,4,3,2,183,191,2006,Hobsons Bay,Western Metropolitan
Williamstown,3,h,1330000,S,29-04-2017,8,3016,3,2,2,184,,,Hobsons Bay,Western Metropolitan
Williamstown,4,h,1500000,VB,29-04-2017,8,3016,4,3,2,450,,,Hobsons Bay,Western Metropolitan
Williamstown,4,h,1630000,S,29-04-2017,8,3016,4,2,2,260,,,Hobsons Bay,Western Metropolitan
Yarraville,3,h,935000,S,06-05-2017,7,3013,3,1,0,212,,,Maribyrnong,Western Metropolitan
Yarraville,3,h,990000,S,06-05-2017,7,3013,3,1,2,340,119,1940,Maribyrnong,Western Metropolitan
Yarraville,2,h,950000,SP,06-05-2017,7,3013,2,1,0,94,,,Maribyrnong,Western Metropolitan
Yarraville,2,h,1196000,S,08-04-2017,7,3013,2,1,2,451,,,Maribyrnong,Western Metropolitan
Yarraville,2,h,470000,S,08-04-2017,7,3013,2,1,1,79,,1965,Maribyrnong,Western Metropolitan
Yarraville,3,h,1131500,SP,08-04-2017,7,3013,3,1,1,248,,,Maribyrnong,Western Metropolitan
Yarraville,4,h,2035000,S,08-04-2017,7,3013,4,2,0,607,201,1890,Maribyrnong,Western Metropolitan
Yarraville,3,h,935000,S,08-04-2017,7,3013,3,1,0,198,98,1970,Maribyrnong,Western Metropolitan
Yarraville,3,h,892000,S,13-05-2017,7,3013,3,1,2,449,106.76,1940,Maribyrnong,Western Metropolitan
Yarraville,4,h,985500,S,13-05-2017,7,3013,4,1,5,445,139,1977,Maribyrnong,Western Metropolitan
Yarraville,2,u,650000,SP,13-05-2017,7,3013,2,2,2,0,92,1985,Maribyrnong,Western Metropolitan
Yarraville,3,t,1070000,S,13-05-2017,7,3013,3,2,2,257,,2012,Maribyrnong,Western Metropolitan
Yarraville,2,u,397000,S,13-05-2017,7,3013,2,1,1,0,68,1975,Maribyrnong,Western Metropolitan
Yarraville,2,h,1035000,S,20-05-2017,7,3013,2,1,3,469,,,Maribyrnong,Western Metropolitan
Yarraville,3,h,1370000,S,20-05-2017,7,3013,3,2,2,389,,,Maribyrnong,Western Metropolitan
Yarraville,2,h,650000,PI,20-05-2017,7,3013,2,1,2,304,81,1960,Maribyrnong,Western Metropolitan
Yarraville,2,h,820000,PI,20-05-2017,7,3013,2,1,0,211,,,Maribyrnong,Western Metropolitan
Yarraville,3,h,750000,PI,20-05-2017,7,3013,3,2,1,390,126,1980,Maribyrnong,Western Metropolitan
Yarraville,2,u,497600,SP,20-05-2017,7,3013,2,1,1,0,,,Maribyrnong,Western Metropolitan
Yarraville,3,h,970000,S,20-05-2017,7,3013,3,2,0,354,135,1930,Maribyrnong,Western Metropolitan
Yarraville,2,h,1256000,S,22-04-2017,7,3013,2,1,3,531,111,1940,Maribyrnong,Western Metropolitan
Yarraville,3,t,1120000,S,22-04-2017,7,3013,3,2,0,152,170,2012,Maribyrnong,Western Metropolitan
Yarraville,3,h,1425000,PI,29-04-2017,7,3013,3,3,2,305,220,2007,Maribyrnong,Western Metropolitan
Yarraville,3,h,872500,SP,29-04-2017,7,3013,3,1,2,189,85,1920,Maribyrnong,Western Metropolitan
Yarraville,4,h,1455000,S,29-04-2017,7,3013,4,1,1,328,140,1920,Maribyrnong,Western Metropolitan
Yarraville,1,u,331000,S,29-04-2017,7,3013,1,1,1,0,54,1970,Maribyrnong,Western Metropolitan
Yarraville,3,h,950000,S,29-04-2017,7,3013,3,2,2,287,210.68,2002,Maribyrnong,Western Metropolitan
Abbotsford,3,h,1000000,SP,08-04-2017,2.5,3067,3,1,0,198,98,1900,Yarra,Northern Metropolitan
Abbotsford,2,u,870000,S,20-05-2017,2.5,3067,2,2,1,0,86,2013,Yarra,Northern Metropolitan
Abbotsford,2,h,1050000,S,29-04-2017,2.5,3067,2,1,0,129,128,1890,Yarra,Northern Metropolitan
Abbotsford,2,h,1242000,S,29-04-2017,2.5,3067,2,1,1,249,98,1940,Yarra,Northern Metropolitan
Abbotsford,3,h,1165000,S,29-04-2017,2.5,3067,3,2,0,92,114,1888,Yarra,Northern Metropolitan
Airport West,3,h,872500,S,08-04-2017,13.5,3042,3,1,1,594,,1950,Moonee Valley,Western Metropolitan
Airport West,3,h,720000,S,08-04-2017,13.5,3042,3,2,2,305,136,2008,Moonee Valley,Western Metropolitan
Airport West,3,h,985000,S,29-04-2017,13.5,3042,3,1,1,841,,,Moonee Valley,Western Metropolitan
Airport West,3,h,510000,VB,29-04-2017,13.5,3042,3,1,1,488,217,1960,Moonee Valley,Western Metropolitan
Airport West,2,u,480000,VB,29-04-2017,13.5,3042,2,1,1,128,92,2009,Moonee Valley,Western Metropolitan
Albion,3,h,800000,S,08-04-2017,13.9,3020,4,2,5,689,128,1951,Brimbank,Western Metropolitan
Albion,2,u,420000,S,13-05-2017,13.9,3020,2,1,1,192,88,1970,Brimbank,Western Metropolitan
Albion,3,h,700000,S,13-05-2017,13.9,3020,3,1,2,697,,,Brimbank,Western Metropolitan
Albion,3,u,580000,PI,13-05-2017,13.9,3020,3,2,2,250,129,2013,Brimbank,Western Metropolitan
Albion,1,u,200000,VB,20-05-2017,13.9,3020,1,1,1,1175,35,1970,Brimbank,Western Metropolitan
Albion,3,h,621000,S,20-05-2017,13.9,3020,3,1,3,547,140,,Brimbank,Western Metropolitan
Albion,3,u,600000,SA,20-05-2017,13.9,3020,3,1,1,181,129,2000,Brimbank,Western Metropolitan
Altona,3,h,840000,SP,08-04-2017,13.8,3018,3,1,2,577,,,Hobsons Bay,Western Metropolitan
Altona,5,h,1480000,SP,13-05-2017,13.8,3018,5,3,4,725,201,1980,Hobsons Bay,Western Metropolitan
Altona,2,t,600000,SP,20-05-2017,13.8,3018,2,1,2,190,,,Hobsons Bay,Western Metropolitan
Altona,2,t,597500,S,22-04-2017,13.8,3018,2,1,2,178,,2009,Hobsons Bay,Western Metropolitan
Altona,3,h,1165000,S,29-04-2017,13.8,3018,3,1,2,700,,,Hobsons Bay,Western Metropolitan
Altona,4,h,1295000,S,29-04-2017,13.8,3018,3,1,2,725,,,Hobsons Bay,Western Metropolitan
Ashburton,2,h,1450000,S,08-04-2017,11,3147,2,1,1,627,,,Boroondara,Southern Metropolitan
Ashburton,2,u,925000,S,08-04-2017,11,3147,2,1,2,257,,,Boroondara,Southern Metropolitan
Ashburton,4,h,2220000,S,13-05-2017,11,3147,4,3,2,480,244,2016,Boroondara,Southern Metropolitan
Ashburton,3,h,1912500,S,22-04-2017,11,3147,3,2,2,869,,,Boroondara,Southern Metropolitan
Ashburton,4,h,2085000,PI,29-04-2017,11,3147,4,2,2,705,,,Boroondara,Southern Metropolitan
Balwyn,3,h,1380000,S,08-04-2017,9.7,3103,3,2,1,548,,,Boroondara,Southern Metropolitan
Balwyn,2,u,825000,PI,20-05-2017,9.7,3103,2,2,2,288,,,Boroondara,Southern Metropolitan
Balwyn,3,h,1670000,PI,22-04-2017,9.7,3103,3,1,1,534,,,Boroondara,Southern Metropolitan
Balwyn,3,t,1680000,S,22-04-2017,9.7,3103,3,3,1,329,178,2005,Boroondara,Southern Metropolitan
Brooklyn,2,h,1005000,S,22-04-2017,10.9,3012,2,1,2,780,156,1950,Hobsons Bay,Western Metropolitan
Carlton,3,u,1520000,S,08-04-2017,1.8,3053,3,2,2,214,,1993,Melbourne,Northern Metropolitan
Carlton,2,t,960000,VB,20-05-2017,1.8,3053,2,2,1,0,90,1860,Melbourne,Northern Metropolitan
Carlton,2,u,995000,S,22-04-2017,1.8,3053,2,2,1,0,110,2000,Melbourne,Northern Metropolitan
Carlton,1,u,490000,S,29-04-2017,1.8,3053,1,1,1,0,51,2009,Melbourne,Northern Metropolitan
Carlton,2,u,500000,VB,29-04-2017,1.8,3053,2,1,1,4076,,,Melbourne,Northern Metropolitan
Eaglemont,4,h,1750000,VB,20-05-2017,10.3,3084,4,2,2,707,217,1956,Banyule,Eastern Metropolitan
Eaglemont,5,h,2710000,PI,29-04-2017,10.3,3084,5,3,2,1001,,1930,Banyule,Eastern Metropolitan
East Melbourne,1,u,503000,S,08-04-2017,1.5,3002,1,1,1,0,,,Melbourne,Northern Metropolitan
East Melbourne,2,u,810000,S,13-05-2017,1.5,3002,2,1,1,944,,,Melbourne,Northern Metropolitan
East Melbourne,4,h,4275000,S,20-05-2017,1.5,3002,4,2,2,326,,1970,Melbourne,Northern Metropolitan
Elsternwick,1,u,385000,S,08-04-2017,8.5,3185,1,1,1,1851,,,Glen Eira,Southern Metropolitan
Elsternwick,3,t,850000,VB,08-04-2017,8.5,3185,3,2,2,114,145,1995,Glen Eira,Southern Metropolitan
Elsternwick,2,u,740000,SP,08-04-2017,8.5,3185,2,1,1,0,97,1960,Glen Eira,Southern Metropolitan
Elsternwick,3,h,1940000,S,20-05-2017,8.5,3185,3,2,2,439,,1912,Glen Eira,Southern Metropolitan
Elsternwick,2,u,595000,S,29-04-2017,8.5,3185,2,1,1,0,,,Glen Eira,Southern Metropolitan
Elsternwick,2,u,632500,S,29-04-2017,8.5,3185,2,1,1,0,76,1968,Glen Eira,Southern Metropolitan
Elwood,2,u,687000,SP,08-04-2017,7.7,3184,2,1,1,1912,,1970,Port Phillip,Southern Metropolitan
Elwood,2,u,1260000,S,08-04-2017,7.7,3184,2,2,2,626,125,2008,Port Phillip,Southern Metropolitan
Elwood,2,u,695000,S,08-04-2017,7.7,3184,2,1,1,845,,1970,Port Phillip,Southern Metropolitan
Elwood,3,u,950000,S,13-05-2017,7.7,3184,3,1,1,0,,,Port Phillip,Southern Metropolitan
Elwood,1,u,360000,S,13-05-2017,7.7,3184,1,1,0,0,39.5,1959,Port Phillip,Southern Metropolitan
Elwood,3,h,1875000,VB,13-05-2017,7.7,3184,3,2,2,270,,,Port Phillip,Southern Metropolitan
Elwood,2,u,642000,S,20-05-2017,7.7,3184,2,1,0,0,,1960,Port Phillip,Southern Metropolitan
Elwood,3,h,1520000,S,20-05-2017,7.7,3184,3,2,1,362,138,1900,Port Phillip,Southern Metropolitan
Elwood,5,h,2275000,S,20-05-2017,7.7,3184,5,2,1,399,,1910,Port Phillip,Southern Metropolitan
Elwood,2,u,800000,SP,20-05-2017,7.7,3184,2,2,2,0,92,2001,Port Phillip,Southern Metropolitan
Elwood,2,u,500000,SA,20-05-2017,7.7,3184,2,1,1,0,76,1960,Port Phillip,Southern Metropolitan
Elwood,1,u,490000,VB,29-04-2017,7.7,3184,1,1,1,0,53,2002,Port Phillip,Southern Metropolitan
Essendon North,4,h,1291000,S,08-04-2017,9.4,3041,4,2,2,521,157,1945,Moonee Valley,Western Metropolitan
Essendon North,2,t,810000,S,20-05-2017,9.4,3041,2,2,1,175,,,Moonee Valley,Western Metropolitan
Essendon North,2,u,415500,S,22-04-2017,9.4,3041,2,1,1,82,,1970,Moonee Valley,Western Metropolitan
Fitzroy,2,t,1100000,VB,08-04-2017,1.6,3065,2,2,1,81,136,1990,Yarra,Northern Metropolitan
Fitzroy,2,t,1350000,S,08-04-2017,1.6,3065,2,1,2,6261,117,1999,Yarra,Northern Metropolitan
Fitzroy,2,u,600000,VB,08-04-2017,1.6,3065,2,1,1,2122,,,Yarra,Northern Metropolitan
Fitzroy,2,h,1350000,VB,13-05-2017,1.6,3065,2,1,0,131,110,1900,Yarra,Northern Metropolitan
Fitzroy,3,h,2725000,S,13-05-2017,1.6,3065,3,2,1,0,,,Yarra,Northern Metropolitan
Fitzroy,2,t,1050000,S,20-05-2017,1.6,3065,2,1,1,87,,2000,Yarra,Northern Metropolitan
Fitzroy,3,h,1326000,S,20-05-2017,1.6,3065,3,2,2,718,,2006,Yarra,Northern Metropolitan
Fitzroy,2,h,1200000,SP,29-04-2017,1.6,3065,2,1,0,63,,1900,Yarra,Northern Metropolitan
Fitzroy,2,u,681500,SP,29-04-2017,1.6,3065,2,1,1,0,,,Yarra,Northern Metropolitan
Gowanbrae,3,h,680000,S,08-04-2017,13.6,3043,3,2,1,277,168,2010,Moreland,Western Metropolitan
Gowanbrae,3,h,741000,S,08-04-2017,13.6,3043,3,2,2,585,,,Moreland,Western Metropolitan
Gowanbrae,4,h,990000,S,13-05-2017,13.6,3043,4,2,2,702,170,2003,Moreland,Western Metropolitan
Gowanbrae,4,h,970000,S,29-04-2017,13.6,3043,4,2,3,737,265,2010,Moreland,Western Metropolitan
Jacana,3,h,485000,SP,08-04-2017,14.5,3047,3,1,2,630,105.23,1970,Hume,Northern Metropolitan
Jacana,4,h,618000,S,20-05-2017,14.5,3047,4,1,2,604,,,Hume,Northern Metropolitan
Keilor Park,3,u,616000,S,22-04-2017,14.5,3042,3,1,2,431,,,Brimbank,Western Metropolitan
Keilor Park,3,h,773000,S,29-04-2017,14.5,3042,3,2,2,650,150,1980,Brimbank,Western Metropolitan
Kensington,1,u,355000,SP,08-04-2017,4.2,3031,1,1,1,2581,,,Melbourne,Northern Metropolitan
Kensington,1,t,425000,SA,08-04-2017,4.2,3031,1,1,1,0,46,2000,Melbourne,Northern Metropolitan
Kensington,2,u,535000,SP,08-04-2017,4.2,3031,2,2,1,2592,70,2012,Melbourne,Northern Metropolitan
Kensington,2,u,500000,S,08-04-2017,4.2,3031,2,1,1,0,86,2000,Melbourne,Northern Metropolitan
Kensington,2,u,525000,VB,13-05-2017,4.2,3031,2,1,1,0,73,2011,Melbourne,Northern Metropolitan
Kensington,2,h,1110000,S,20-05-2017,4.2,3031,2,1,0,155,,,Melbourne,Northern Metropolitan
Kensington,3,t,917500,S,20-05-2017,4.2,3031,3,1,1,98,101,1997,Melbourne,Northern Metropolitan
Kensington,2,u,730000,SP,20-05-2017,4.2,3031,2,2,1,2135,,2012,Melbourne,Northern Metropolitan
Kensington,2,t,811000,SP,20-05-2017,4.2,3031,2,1,0,113,,,Melbourne,Northern Metropolitan
Kensington,3,h,1190000,S,20-05-2017,4.2,3031,3,2,1,180,,,Melbourne,Northern Metropolitan
Kensington,2,h,903000,S,22-04-2017,4.2,3031,2,1,0,184,,,Melbourne,Northern Metropolitan
Kensington,3,h,902500,S,22-04-2017,4.2,3031,3,1,1,0,125,2003,Melbourne,Northern Metropolitan
Kensington,4,h,1817000,SP,22-04-2017,4.2,3031,4,2,1,309,,,Melbourne,Northern Metropolitan
Kensington,2,u,528000,S,22-04-2017,4.2,3031,2,1,1,0,,1975,Melbourne,Northern Metropolitan
Kensington,2,h,1000000,VB,29-04-2017,4.2,3031,2,1,0,159,,,Melbourne,Northern Metropolitan
Kensington,1,u,380000,VB,29-04-2017,4.2,3031,1,1,1,2592,,,Melbourne,Northern Metropolitan
Kensington,4,h,1817000,SP,29-04-2017,4.2,3031,4,2,1,309,,,Melbourne,Northern Metropolitan
Middle Park,3,h,1420000,S,08-04-2017,4.1,3206,3,1,0,112,,,Port Phillip,Southern Metropolitan
Middle Park,2,h,1335000,S,08-04-2017,4.1,3206,2,1,1,107,,1900,Port Phillip,Southern Metropolitan
Middle Park,2,h,1300000,S,08-04-2017,4.1,3206,2,1,0,132,80,1900,Port Phillip,Southern Metropolitan
Middle Park,4,h,2860000,S,20-05-2017,4.1,3206,4,3,2,160,,,Port Phillip,Southern Metropolitan
Middle Park,3,h,1630000,S,29-04-2017,4.1,3206,3,1,0,143,,,Port Phillip,Southern Metropolitan
Middle Park,3,h,2250000,VB,29-04-2017,4.1,3206,3,2,1,148,146,1890,Port Phillip,Southern Metropolitan
Moorabbin,2,h,1035000,S,08-04-2017,14.6,3189,2,1,1,593,,,Kingston,Southern Metropolitan
Moorabbin,3,h,1321000,S,08-04-2017,14.6,3189,3,1,2,688,,1956,Kingston,Southern Metropolitan
Moorabbin,2,t,742500,S,13-05-2017,14.6,3189,2,1,1,179,101,2001,Kingston,Southern Metropolitan
Moorabbin,3,h,860000,SA,22-04-2017,14.6,3189,3,1,2,601,104,1970,Kingston,Southern Metropolitan
North Melbourne,3,h,2161000,S,13-05-2017,2.3,3051,3,2,1,230,245,1900,Melbourne,Northern Metropolitan
North Melbourne,3,h,1485000,S,20-05-2017,2.3,3051,3,1,1,198,95,1968,Melbourne,Northern Metropolitan
North Melbourne,2,h,940000,S,29-04-2017,2.3,3051,2,1,0,89,65,1890,Melbourne,Northern Metropolitan
Oakleigh South,3,h,770000,S,08-04-2017,14.7,3167,3,1,1,590,132,1960,Kingston,South-Eastern Metropolitan
Oakleigh South,3,h,985100,S,08-04-2017,14.7,3167,3,1,2,621,,1950,Monash,South-Eastern Metropolitan
Oakleigh South,4,h,1410000,S,13-05-2017,14.7,3167,4,2,4,590,161,1950,Monash,South-Eastern Metropolitan
Oakleigh South,3,u,815000,S,13-05-2017,14.7,3167,3,1,2,393,,,Monash,South-Eastern Metropolitan
Oakleigh South,3,h,1042500,S,22-04-2017,14.7,3167,3,1,4,658,146,1950,Monash,South-Eastern Metropolitan
South Kingsville,3,t,815000,S,13-05-2017,9.1,3015,3,2,2,148,,,Hobsons Bay,Western Metropolitan
South Kingsville,2,u,321000,SP,13-05-2017,9.1,3015,2,1,1,0,,1970,Hobsons Bay,Western Metropolitan
South Kingsville,3,h,995000,S,20-05-2017,9.1,3015,3,1,0,669,,,Hobsons Bay,Western Metropolitan
South Kingsville,3,h,1290000,S,20-05-2017,9.1,3015,3,1,3,715,,,Hobsons Bay,Western Metropolitan
South Kingsville,2,u,300000,PI,22-04-2017,9.1,3015,2,1,1,0,,1970,Hobsons Bay,Western Metropolitan
Southbank,2,u,505000,S,08-04-2017,1.2,3006,2,1,1,0,,,Melbourne,Southern Metropolitan
Southbank,2,u,595000,S,08-04-2017,1.2,3006,2,1,1,0,75,1998,Melbourne,Southern Metropolitan
Southbank,2,u,580000,VB,08-04-2017,1.2,3006,2,1,1,0,79,1995,Melbourne,Southern Metropolitan
Southbank,2,u,580000,SA,13-05-2017,1.2,3006,2,1,1,0,70,1994,Melbourne,Southern Metropolitan
Spotswood,3,h,1320000,S,08-04-2017,7.7,3015,3,1,3,738,,,Hobsons Bay,Western Metropolitan
Spotswood,1,u,380000,S,08-04-2017,7.7,3015,1,1,1,89,37,1980,Hobsons Bay,Western Metropolitan
Spotswood,3,h,1100000,SP,13-05-2017,7.7,3015,3,1,0,305,115,1900,Hobsons Bay,Western Metropolitan
Spotswood,3,u,660000,S,22-04-2017,7.7,3015,3,1,1,221,120,2003,Hobsons Bay,Western Metropolitan
Toorak,2,u,867000,S,08-04-2017,4.6,3142,2,1,1,1087,,,Stonnington,Southern Metropolitan
Toorak,1,u,552000,S,08-04-2017,4.6,3142,1,1,1,0,,,Stonnington,Southern Metropolitan
Toorak,2,u,655000,S,08-04-2017,4.6,3142,2,1,1,1816,105,1960,Stonnington,Southern Metropolitan
Toorak,3,u,840000,S,08-04-2017,4.6,3142,3,1,1,1678,94,1940,Stonnington,Southern Metropolitan
Toorak,2,u,1010000,PI,08-04-2017,4.6,3142,2,2,2,586,119,1990,Stonnington,Southern Metropolitan
Toorak,2,u,650000,S,13-05-2017,4.6,3142,2,1,0,0,,,Stonnington,Southern Metropolitan
Toorak,3,h,2400000,PI,20-05-2017,4.6,3142,3,2,1,224,,1950,Stonnington,Southern Metropolitan
Toorak,4,h,3600000,PI,20-05-2017,4.6,3142,4,2,2,815,,,Stonnington,Southern Metropolitan
Toorak,2,u,750000,PI,20-05-2017,4.6,3142,2,1,1,0,,1970,Stonnington,Southern Metropolitan
Toorak,1,u,247500,SA,22-04-2017,4.6,3142,1,1,1,0,,,Stonnington,Southern Metropolitan
Toorak,3,t,1320000,S,29-04-2017,4.6,3142,3,2,1,3,131,1970,Stonnington,Southern Metropolitan
Toorak,3,u,922500,S,29-04-2017,4.6,3142,3,1,2,4657,,1980,Stonnington,Southern Metropolitan
Toorak,2,u,760000,S,29-04-2017,4.6,3142,2,1,1,0,,,Stonnington,Southern Metropolitan
Williamstown North,2,u,546000,S,08-04-2017,8.9,3016,2,1,1,2023,,1979,Hobsons Bay,Western Metropolitan
Williamstown North,3,t,670000,VB,08-04-2017,8.9,3016,3,2,2,146,141,2001,Hobsons Bay,Western Metropolitan
Williamstown North,3,h,1070000,PI,08-04-2017,8.9,3016,3,2,5,442,249,2003,Hobsons Bay,Western Metropolitan
Williamstown North,3,h,1575000,S,13-05-2017,8.9,3016,3,1,1,860,160,1950,Hobsons Bay,Western Metropolitan
Williamstown North,4,h,1520000,SP,13-05-2017,8.9,3016,4,2,3,560,,,Hobsons Bay,Western Metropolitan
Williamstown North,3,t,720000,SP,13-05-2017,8.9,3016,3,2,2,146,141,2001,Hobsons Bay,Western Metropolitan
